1DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME (Year),DIM_SEX,VALUE_NUMERIC (%),VALUE_NUMERIC_LOWER (%),VALUE_NUMERIC_UPPER (%)
646,Rwanda,1961,Female,20.56,18.21,23.36
646,Rwanda,1961,Male,22.54,20.01,25.57
729,Sudan,1961,Total,17.45,16.05,18.98
729,Sudan,1961,Female,16.67,15.23,18.23
729,Sudan,1961,Male,18.20,16.65,19.88
686,Senegal,1961,Total,29.56,27.13,32.22
686,Senegal,1961,Female,29.08,26.57,31.80
686,Senegal,1961,Male,30.03,27.45,32.83
702,Singapore,1961,Total,4.37,4.26,4.47
702,Singapore,1961,Female,3.93,3.82,4.04
702,Singapore,1961,Male,4.78,4.65,4.91
90,Solomon Islands,1961,Total,16.33,14.44,18.61
90,Solomon Islands,1961,Female,15.67,13.75,17.98
90,Solomon Islands,1961,Male,16.94,14.87,19.46
694,Sierra Leone,1961,Total,38.45,34.61,42.72
694,Sierra Leone,1961,Female,36.94,33.05,41.29
694,Sierra Leone,1961,Male,39.86,35.74,44.47
222,El Salvador,1961,Total,18.09,16.19,20.12
222,El Salvador,1961,Female,17.13,15.24,19.24
222,El Salvador,1961,Male,18.99,16.94,21.21
728,South Sudan,1961,Total,35.04,26.02,45.90
752,Sweden,1961,Total,1.92,1.88,1.95
752,Sweden,1961,Female,1.65,1.61,1.69
752,Sweden,1961,Male,2.17,2.12,2.22
748,Eswatini,1961,Total,20.55,17.83,23.80
748,Eswatini,1961,Female,19.54,16.79,22.74
748,Eswatini,1961,Male,21.52,18.60,24.97
690,Seychelles,1961,Total,10.32,9.04,11.83
690,Seychelles,1961,Female,9.91,8.61,11.41
690,Seychelles,1961,Male,10.72,9.33,12.30
760,Syrian Arab Republic,1961,Total,16.11,14.61,17.74
760,Syrian Arab Republic,1961,Female,16.24,14.63,17.95
760,Syrian Arab Republic,1961,Male,16.01,14.43,17.70
796,Turks and Caicos Islands,1961,Total,12.80,11.23,14.56
796,Turks and Caicos Islands,1961,Female,11.70,10.22,13.36
796,Turks and Caicos Islands,1961,Male,13.85,12.10,15.80
768,Togo,1961,Total,25.86,23.75,28.34
768,Togo,1961,Female,24.38,22.25,26.89
768,Togo,1961,Male,27.25,24.95,30.06
764,Thailand,1961,Total,14.15,13.06,15.33
764,Thailand,1961,Female,13.55,12.42,14.77
764,Thailand,1961,Male,14.72,13.52,16.02
780,Trinidad and Tobago,1961,Total,6.53,5.64,7.56
780,Trinidad and Tobago,1961,Female,6.10,5.23,7.09
780,Trinidad and Tobago,1961,Male,6.94,5.96,8.08
792,Türkiye,1961,Total,24.92,22.95,27.18
792,Türkiye,1961,Female,24.22,22.20,26.51
792,Türkiye,1961,Male,25.58,23.48,28.04
798,Tuvalu,1961,Total,16.21,14.08,18.70
798,Tuvalu,1961,Female,15.70,13.52,18.36
798,Tuvalu,1961,Male,16.70,14.39,19.35
834,United Republic of Tanzania,1961,Total,24.02,21.28,27.10
834,United Republic of Tanzania,1961,Female,23.13,20.39,26.23
834,United Republic of Tanzania,1961,Male,24.85,21.96,28.17
800,Uganda,1961,Total,21.87,19.08,25.18
800,Uganda,1961,Female,20.57,17.90,23.74
800,Uganda,1961,Male,23.15,20.14,26.67
858,Uruguay,1961,Total,6.22,6.07,6.37
858,Uruguay,1961,Female,5.59,5.42,5.76
858,Uruguay,1961,Male,6.82,6.63,7.01
840,United States of America,1961,Total,2.95,2.90,3.00
840,United States of America,1961,Female,2.58,2.54,2.63
840,United States of America,1961,Male,3.30,3.24,3.35
670,Saint Vincent and the Grenadines,1961,Total,16.36,15.84,16.89
670,Saint Vincent and the Grenadines,1961,Female,16.12,15.53,16.77
670,Saint Vincent and the Grenadines,1961,Male,16.57,15.95,17.20
862,Venezuela (Bolivarian Republic of),1961,Total,7.69,6.84,8.67
862,Venezuela (Bolivarian Republic of),1961,Female,7.07,6.25,8.01
862,Venezuela (Bolivarian Republic of),1961,Male,8.28,7.34,9.36
92,British Virgin Islands,1961,Total,7.90,6.84,9.13
92,British Virgin Islands,1961,Female,6.53,5.63,7.58
92,British Virgin Islands,1961,Male,9.20,7.95,10.67
548,Vanuatu,1961,Total,14.73,12.49,17.52
548,Vanuatu,1961,Female,14.14,11.91,16.98
548,Vanuatu,1961,Male,15.26,12.88,18.27
882,Samoa,1961,Total,10.29,8.99,11.77
882,Samoa,1961,Female,9.72,8.40,11.20
882,Samoa,1961,Male,10.83,9.40,12.47
887,Yemen,1961,Total,42.19,36.89,48.22
894,Zambia,1961,Total,20.07,17.90,22.52
894,Zambia,1961,Female,19.27,17.10,21.73
894,Zambia,1961,Male,20.82,18.48,23.42
716,Zimbabwe,1961,Total,14.70,12.58,17.33
716,Zimbabwe,1961,Female,13.77,11.70,16.27
716,Zimbabwe,1961,Male,15.59,13.29,18.46
4,Afghanistan,1962,Total,34.58,29.92,39.94
784,United Arab Emirates,1962,Total,18.11,14.34,22.85
784,United Arab Emirates,1962,Female,17.18,13.55,21.75
784,United Arab Emirates,1962,Male,18.97,14.97,24.01
28,Antigua and Barbuda,1962,Total,7.40,7.00,7.82
28,Antigua and Barbuda,1962,Female,7.01,6.57,7.47
28,Antigua and Barbuda,1962,Male,7.77,7.30,8.26
36,Australia,1962,Total,2.37,2.33,2.42
36,Australia,1962,Female,2.09,2.05,2.14
36,Australia,1962,Male,2.64,2.58,2.69
40,Austria,1962,Total,3.79,3.71,3.87
40,Austria,1962,Female,3.33,3.25,3.41
40,Austria,1962,Male,4.22,4.13,4.33
56,Belgium,1962,Total,3.11,3.06,3.18
56,Belgium,1962,Female,2.73,2.67,2.80
56,Belgium,1962,Male,3.48,3.41,3.56
204,Benin,1962,Total,29.94,27.48,32.91
204,Benin,1962,Female,28.67,26.19,31.66
204,Benin,1962,Male,31.13,28.47,34.32
854,Burkina Faso,1962,Total,33.83,29.20,38.46
854,Burkina Faso,1962,Female,32.56,28.03,37.21
854,Burkina Faso,1962,Male,35.02,30.28,40.05
50,Bangladesh,1962,Total,25.02,23.18,26.98
50,Bangladesh,1962,Female,24.46,22.56,26.48
50,Bangladesh,1962,Male,25.55,23.56,27.64
100,Bulgaria,1962,Total,4.42,4.31,4.52
100,Bulgaria,1962,Female,4.02,3.89,4.15
100,Bulgaria,1962,Male,4.79,4.65,4.93
48,Bahrain,1962,Total,16.58,14.52,18.91
48,Bahrain,1962,Female,16.36,14.24,18.77
48,Bahrain,1962,Male,16.78,14.60,19.20
68,Bolivia (Plurinational State of),1962,Total,27.81,24.57,31.41
68,Bolivia (Plurinational State of),1962,Female,26.51,23.34,30.02
68,Bolivia (Plurinational State of),1962,Male,29.05,25.61,32.88
76,Brazil,1962,Total,16.08,14.92,17.29
76,Brazil,1962,Female,14.75,13.58,16.03
76,Brazil,1962,Male,17.33,15.97,18.74
52,Barbados,1962,Total,7.32,7.11,7.55
52,Barbados,1962,Female,6.72,6.47,6.98
52,Barbados,1962,Male,7.89,7.62,8.18
96,Brunei Darussalam,1962,Total,9.83,9.33,10.35
96,Brunei Darussalam,1962,Female,9.03,8.52,9.56
96,Brunei Darussalam,1962,Male,10.60,10.02,11.20
72,Botswana,1962,Total,15.63,13.11,18.53
72,Botswana,1962,Female,14.76,12.38,17.65
72,Botswana,1962,Male,16.45,13.73,19.52
140,Central African Republic,1962,Total,26.80,21.73,34.03
140,Central African Republic,1962,Female,26.16,21.20,33.32
140,Central African Republic,1962,Male,27.40,22.20,34.83
124,Canada,1962,Total,3.05,3.00,3.10
124,Canada,1962,Female,2.68,2.63,2.74
124,Canada,1962,Male,3.40,3.33,3.46
756,Switzerland,1962,Total,2.54,2.49,2.59
756,Switzerland,1962,Female,2.19,2.14,2.25
756,Switzerland,1962,Male,2.86,2.80,2.94
152,Chile,1962,Total,14.19,13.86,14.55
152,Chile,1962,Female,13.31,12.98,13.66
152,Chile,1962,Male,15.03,14.67,15.41
384,Côte d'Ivoire,1962,Total,30.25,26.77,34.04
384,Côte d'Ivoire,1962,Female,28.08,24.81,31.74
384,Côte d'Ivoire,1962,Male,32.26,28.49,36.41
120,Cameroon,1962,Total,26.76,23.73,30.09
120,Cameroon,1962,Female,25.71,22.74,29.01
120,Cameroon,1962,Male,27.74,24.52,31.26
178,Congo,1962,Total,17.93,15.33,20.98
178,Congo,1962,Female,17.16,14.58,20.16
178,Congo,1962,Male,18.66,15.91,21.92
184,Cook Islands,1962,Total,9.47,7.96,11.27
184,Cook Islands,1962,Female,10.26,8.58,12.29
184,Cook Islands,1962,Male,8.70,7.27,10.41
170,Colombia,1962,Total,12.62,11.62,13.74
170,Colombia,1962,Female,11.91,10.87,13.05
170,Colombia,1962,Male,13.29,12.16,14.56
132,Cabo Verde,1962,Total,17.74,13.43,22.98
132,Cabo Verde,1962,Female,16.96,12.82,21.99
132,Cabo Verde,1962,Male,18.50,13.95,24.00
188,Costa Rica,1962,Total,9.25,9.07,9.43
188,Costa Rica,1962,Female,8.74,8.55,8.93
188,Costa Rica,1962,Male,9.72,9.53,9.93
192,Cuba,1962,Total,5.02,4.46,5.66
192,Cuba,1962,Female,4.62,4.11,5.22
192,Cuba,1962,Male,5.38,4.78,6.07
212,Dominica,1962,Total,11.45,10.81,12.15
212,Dominica,1962,Female,11.11,10.40,11.86
212,Dominica,1962,Male,11.78,11.05,12.59
208,Denmark,1962,Total,2.38,2.33,2.43
208,Denmark,1962,Female,2.02,1.97,2.08
208,Denmark,1962,Male,2.72,2.65,2.78
214,Dominican Republic,1962,Total,14.45,13.45,15.56
214,Dominican Republic,1962,Female,14.14,13.09,15.27
214,Dominican Republic,1962,Male,14.76,13.67,15.95
12,Algeria,1962,Total,24.14,21.20,27.73
12,Algeria,1962,Female,23.84,20.85,27.45
12,Algeria,1962,Male,24.46,21.38,28.17
218,Ecuador,1962,Total,16.47,14.54,18.70
218,Ecuador,1962,Female,15.53,13.64,17.72
218,Ecuador,1962,Male,17.37,15.27,19.75
818,Egypt,1962,Total,29.77,27.39,32.37
818,Egypt,1962,Female,30.18,27.67,32.88
818,Egypt,1962,Male,29.36,26.98,32.00
724,Spain,1962,Total,4.94,4.85,5.04
724,Spain,1962,Female,4.39,4.30,4.48
724,Spain,1962,Male,5.46,5.35,5.58
246,Finland,1962,Total,2.38,2.33,2.43
246,Finland,1962,Female,2.07,2.02,2.13
246,Finland,1962,Male,2.67,2.61,2.73
242,Fiji,1962,Total,7.18,6.47,7.96
242,Fiji,1962,Female,6.73,6.04,7.48
242,Fiji,1962,Male,7.61,6.83,8.48
250,France,1962,Total,2.57,2.52,2.62
250,France,1962,Female,2.23,2.19,2.28
250,France,1962,Male,2.89,2.83,2.95
583,Micronesia (Federated States of),1962,Total,11.54,9.84,13.55
583,Micronesia (Federated States of),1962,Female,10.66,9.01,12.61
583,Micronesia (Federated States of),1962,Male,12.38,10.48,14.63
266,Gabon,1962,Total,21.00,17.40,26.51
826,United Kingdom of Great Britain and Northern Ireland,1962,Total,2.56,2.51,2.61
826,United Kingdom of Great Britain and Northern Ireland,1962,Female,2.23,2.19,2.28
826,United Kingdom of Great Britain and Northern Ireland,1962,Male,2.87,2.81,2.93
288,Ghana,1962,Total,20.45,18.37,22.72
288,Ghana,1962,Female,19.40,17.35,21.62
288,Ghana,1962,Male,21.43,19.20,23.91
324,Guinea,1962,Total,34.48,29.80,39.63
324,Guinea,1962,Female,33.46,28.85,38.55
324,Guinea,1962,Male,35.42,30.55,40.87
270,Gambia,1962,Total,34.72,30.37,39.65
270,Gambia,1962,Female,33.50,29.13,38.53
270,Gambia,1962,Male,35.84,31.25,41.15
300,Greece,1962,Total,4.40,4.30,4.50
300,Greece,1962,Female,4.18,4.08,4.29
300,Greece,1962,Male,4.61,4.49,4.72
308,Grenada,1962,Total,8.56,8.26,8.88
308,Grenada,1962,Female,8.30,7.95,8.67
308,Grenada,1962,Male,8.81,8.44,9.20
320,Guatemala,1962,Total,21.11,19.08,23.50
320,Guatemala,1962,Female,20.44,18.42,22.87
320,Guatemala,1962,Male,21.74,19.55,24.25
328,Guyana,1962,Total,8.50,7.23,9.95
328,Guyana,1962,Female,7.57,6.43,8.89
328,Guyana,1962,Male,9.38,7.94,11.02
340,Honduras,1962,Total,19.49,17.67,21.42
340,Honduras,1962,Female,18.33,16.52,20.26
340,Honduras,1962,Male,20.60,18.65,22.76
332,Haiti,1962,Total,28.13,24.94,31.67
332,Haiti,1962,Female,26.66,23.53,30.14
332,Haiti,1962,Male,29.53,26.13,33.31
348,Hungary,1962,Total,4.91,4.79,5.02
348,Hungary,1962,Female,4.40,4.29,4.51
348,Hungary,1962,Male,5.39,5.25,5.53
360,Indonesia,1962,Total,21.18,19.73,22.69
360,Indonesia,1962,Female,19.79,18.34,21.29
360,Indonesia,1962,Male,22.49,20.90,24.22
356,India,1962,Total,23.61,21.73,25.58
356,India,1962,Female,24.08,22.11,26.19
356,India,1962,Male,23.17,21.21,25.20
372,Ireland,1962,Total,3.25,3.19,3.32
372,Ireland,1962,Female,2.86,2.79,2.94
372,Ireland,1962,Male,3.63,3.54,3.72
368,Iraq,1962,Total,16.98,15.00,19.26
368,Iraq,1962,Female,16.27,14.29,18.61
368,Iraq,1962,Male,17.65,15.53,20.13
352,Iceland,1962,Total,2.07,1.96,2.19
352,Iceland,1962,Female,1.84,1.72,1.97
352,Iceland,1962,Male,2.29,2.15,2.44
376,Israel,1962,Total,3.73,3.66,3.81
376,Israel,1962,Female,3.58,3.49,3.67
376,Israel,1962,Male,3.88,3.79,3.98
380,Italy,1962,Total,4.76,4.67,4.86
380,Italy,1962,Female,4.34,4.26,4.43
380,Italy,1962,Male,5.16,5.06,5.26
388,Jamaica,1962,Total,7.55,6.71,8.65
388,Jamaica,1962,Female,6.91,6.08,7.95
388,Jamaica,1962,Male,8.17,7.21,9.38
400,Jordan,1962,Total,13.80,12.78,14.89
400,Jordan,1962,Female,13.90,12.80,15.06
400,Jordan,1962,Male,13.69,12.64,14.82
392,Japan,1962,Total,3.29,3.23,3.35
392,Japan,1962,Female,2.94,2.89,3.01
392,Japan,1962,Male,3.61,3.54,3.68
404,Kenya,1962,Total,18.21,16.87,19.72
404,Kenya,1962,Female,17.40,16.02,18.95
404,Kenya,1962,Male,18.99,17.50,20.64
296,Kiribati,1962,Total,18.87,17.10,20.79
296,Kiribati,1962,Female,18.00,16.21,20.02
296,Kiribati,1962,Male,19.68,17.73,21.79
410,Republic of Korea,1962,Total,10.18,9.22,11.20
410,Republic of Korea,1962,Female,9.71,8.76,10.75
410,Republic of Korea,1962,Male,10.59,9.57,11.74
414,Kuwait,1962,Total,12.32,10.12,15.21
414,Kuwait,1962,Female,11.91,9.75,14.71
414,Kuwait,1962,Male,12.72,10.40,15.72
422,Lebanon,1962,Total,7.05,6.00,8.24
422,Lebanon,1962,Female,6.69,5.65,7.89
422,Lebanon,1962,Male,7.39,6.28,8.67
430,Liberia,1962,Total,31.33,28.13,35.10
430,Liberia,1962,Female,29.59,26.47,33.25
430,Liberia,1962,Male,33.00,29.52,37.01
434,Libya,1962,Total,24.25,20.96,28.19
434,Libya,1962,Female,23.83,20.49,27.94
434,Libya,1962,Male,24.62,21.18,28.78
662,Saint Lucia,1962,Total,14.70,14.31,15.11
662,Saint Lucia,1962,Female,14.41,13.91,14.94
662,Saint Lucia,1962,Male,14.96,14.47,15.49
144,Sri Lanka,1962,Total,8.69,8.52,8.85
144,Sri Lanka,1962,Female,8.37,8.21,8.54
144,Sri Lanka,1962,Male,8.98,8.81,9.16
426,Lesotho,1962,Total,18.57,17.06,20.13
426,Lesotho,1962,Female,17.65,16.14,19.25
426,Lesotho,1962,Male,19.44,17.77,21.19
442,Luxembourg,1962,Total,3.38,3.17,3.60
442,Luxembourg,1962,Female,2.96,2.75,3.19
442,Luxembourg,1962,Male,3.77,3.52,4.04
504,Morocco,1962,Total,23.21,21.13,25.47
504,Morocco,1962,Female,22.54,20.48,24.88
504,Morocco,1962,Male,23.81,21.64,26.25
462,Maldives,1962,Total,33.55,25.34,44.13
484,Mexico,1962,Total,14.30,12.90,15.76
484,Mexico,1962,Female,13.62,12.25,15.10
484,Mexico,1962,Male,14.91,13.37,16.56
584,Marshall Islands,1962,Total,11.00,9.38,12.71
584,Marshall Islands,1962,Female,10.32,8.76,12.02
584,Marshall Islands,1962,Male,11.65,9.87,13.55
470,Malta,1962,Total,3.67,3.53,3.82
470,Malta,1962,Female,3.33,3.17,3.49
470,Malta,1962,Male,4.00,3.83,4.19
478,Mauritania,1962,Total,23.94,21.22,26.99
478,Mauritania,1962,Female,22.85,20.17,25.91
478,Mauritania,1962,Male,24.97,22.06,28.28
500,Montserrat,1962,Total,9.15,8.38,9.96
500,Montserrat,1962,Female,9.16,8.36,10.02
500,Montserrat,1962,Male,9.14,8.33,10.01
480,Mauritius,1962,Total,9.18,8.96,9.41
480,Mauritius,1962,Female,8.72,8.48,8.96
480,Mauritius,1962,Male,9.62,9.37,9.89
454,Malawi,1962,Total,36.06,29.01,45.15
458,Malaysia,1962,Total,8.22,7.50,9.01
458,Malaysia,1962,Female,7.66,6.93,8.50
458,Malaysia,1962,Male,8.76,7.91,9.67
558,Nicaragua,1962,Total,19.36,17.16,21.88
558,Nicaragua,1962,Female,18.20,16.05,20.67
558,Nicaragua,1962,Male,20.46,18.03,23.17
570,Niue,1962,Total,9.01,6.87,11.80
570,Niue,1962,Female,8.41,6.37,11.03
570,Niue,1962,Male,9.58,7.28,12.61
528,Netherlands (Kingdom of the),1962,Total,1.97,1.94,2.01
528,Netherlands (Kingdom of the),1962,Female,1.70,1.66,1.74
528,Netherlands (Kingdom of the),1962,Male,2.23,2.19,2.28
578,Norway,1962,Total,2.15,2.11,2.20
578,Norway,1962,Female,1.86,1.81,1.91
578,Norway,1962,Male,2.43,2.37,2.50
524,Nepal,1962,Total,31.61,28.44,35.21
524,Nepal,1962,Female,31.69,28.44,35.44
524,Nepal,1962,Male,31.53,28.30,35.17
554,New Zealand,1962,Total,2.58,2.53,2.63
554,New Zealand,1962,Female,2.24,2.19,2.30
554,New Zealand,1962,Male,2.89,2.83,2.96
512,Oman,1962,Total,33.85,27.62,41.49
586,Pakistan,1962,Total,23.45,21.46,25.56
586,Pakistan,1962,Female,23.29,21.22,25.48
586,Pakistan,1962,Male,23.59,21.50,25.80
591,Panama,1962,Total,8.65,7.75,9.57
591,Panama,1962,Female,8.06,7.18,8.98
591,Panama,1962,Male,9.20,8.20,10.26
604,Peru,1962,Total,21.52,19.94,23.16
604,Peru,1962,Female,20.60,19.03,22.27
604,Peru,1962,Male,22.36,20.64,24.16
608,Philippines,1962,Total,9.64,8.56,10.84
608,Philippines,1962,Female,9.03,7.98,10.18
608,Philippines,1962,Male,10.22,9.04,11.53
598,Papua New Guinea,1962,Total,18.58,16.89,20.60
598,Papua New Guinea,1962,Female,17.88,16.09,19.98
598,Papua New Guinea,1962,Male,19.24,17.35,21.49
616,Poland,1962,Total,5.61,5.49,5.73
616,Poland,1962,Female,4.98,4.87,5.09
616,Poland,1962,Male,6.21,6.08,6.35
620,Portugal,1962,Total,10.48,10.24,10.72
620,Portugal,1962,Female,9.80,9.56,10.04
620,Portugal,1962,Male,11.12,10.87,11.40
600,Paraguay,1962,Total,8.10,7.27,8.94
600,Paraguay,1962,Female,7.55,6.71,8.41
600,Paraguay,1962,Male,8.61,7.69,9.56
642,Romania,1962,Total,7.05,6.87,7.25
642,Romania,1962,Female,6.60,6.42,6.78
642,Romania,1962,Male,7.49,7.29,7.70
646,Rwanda,1962,Total,21.24,18.96,23.95
646,Rwanda,1962,Female,20.21,18.00,22.85
646,Rwanda,1962,Male,22.20,19.75,25.09
729,Sudan,1962,Total,17.18,15.85,18.67
729,Sudan,1962,Female,16.41,15.03,17.91
729,Sudan,1962,Male,17.92,16.44,19.53
686,Senegal,1962,Total,29.61,27.26,32.09
686,Senegal,1962,Female,29.14,26.73,31.72
686,Senegal,1962,Male,30.06,27.57,32.76
702,Singapore,1962,Total,4.04,3.95,4.13
702,Singapore,1962,Female,3.61,3.52,3.71
702,Singapore,1962,Male,4.45,4.34,4.56
90,Solomon Islands,1962,Total,15.57,13.77,17.76
90,Solomon Islands,1962,Female,14.94,13.07,17.10
90,Solomon Islands,1962,Male,16.18,14.19,18.56
694,Sierra Leone,1962,Total,37.88,34.36,41.73
694,Sierra Leone,1962,Female,36.38,32.79,40.32
694,Sierra Leone,1962,Male,39.27,35.46,43.48
222,El Salvador,1962,Total,17.71,15.98,19.58
222,El Salvador,1962,Female,16.76,15.00,18.71
222,El Salvador,1962,Male,18.61,16.71,20.65
728,South Sudan,1962,Total,34.71,25.35,46.08
752,Sweden,1962,Total,1.86,1.82,1.90
752,Sweden,1962,Female,1.60,1.56,1.65
752,Sweden,1962,Male,2.11,2.06,2.16
748,Eswatini,1962,Total,20.21,17.45,23.52
748,Eswatini,1962,Female,19.20,16.46,22.45
748,Eswatini,1962,Male,21.16,18.23,24.70
690,Seychelles,1962,Total,10.16,8.97,11.58
690,Seychelles,1962,Female,9.75,8.52,11.16
690,Seychelles,1962,Male,10.56,9.26,12.05
760,Syrian Arab Republic,1962,Total,15.38,13.99,16.89
760,Syrian Arab Republic,1962,Female,15.46,13.98,17.06
760,Syrian Arab Republic,1962,Male,15.29,13.85,16.85
796,Turks and Caicos Islands,1962,Total,11.90,10.35,13.64
796,Turks and Caicos Islands,1962,Female,10.80,9.35,12.43
796,Turks and Caicos Islands,1962,Male,12.94,11.23,14.87
768,Togo,1962,Total,25.58,23.48,28.07
768,Togo,1962,Female,24.12,21.98,26.61
768,Togo,1962,Male,26.97,24.66,29.79
764,Thailand,1962,Total,13.65,12.63,14.76
764,Thailand,1962,Female,13.06,12.02,14.21
764,Thailand,1962,Male,14.21,13.09,15.44
780,Trinidad and Tobago,1962,Total,6.32,5.45,7.27
780,Trinidad and Tobago,1962,Female,5.89,5.06,6.83
780,Trinidad and Tobago,1962,Male,6.72,5.76,7.78
788,Tunisia,1962,Total,27.23,22.79,32.44
788,Tunisia,1962,Female,26.57,22.16,31.70
788,Tunisia,1962,Male,27.85,23.28,33.25
792,Türkiye,1962,Total,24.11,22.32,26.19
792,Türkiye,1962,Female,23.50,21.62,25.62
792,Türkiye,1962,Male,24.71,22.75,26.94
798,Tuvalu,1962,Total,15.49,13.41,17.91
798,Tuvalu,1962,Female,14.98,12.85,17.56
798,Tuvalu,1962,Male,15.96,13.69,18.55
834,United Republic of Tanzania,1962,Total,23.83,21.15,26.91
834,United Republic of Tanzania,1962,Female,22.95,20.26,25.99
834,United Republic of Tanzania,1962,Male,24.68,21.84,27.91
800,Uganda,1962,Total,21.53,18.84,24.69
800,Uganda,1962,Female,20.24,17.64,23.29
800,Uganda,1962,Male,22.79,19.89,26.18
858,Uruguay,1962,Total,6.07,5.92,6.21
858,Uruguay,1962,Female,5.43,5.27,5.59
858,Uruguay,1962,Male,6.68,6.50,6.87
840,United States of America,1962,Total,2.89,2.84,2.94
840,United States of America,1962,Female,2.53,2.48,2.57
840,United States of America,1962,Male,3.24,3.19,3.29
670,Saint Vincent and the Grenadines,1962,Total,15.00,14.52,15.49
670,Saint Vincent and the Grenadines,1962,Female,14.72,14.17,15.32
670,Saint Vincent and the Grenadines,1962,Male,15.25,14.68,15.85
862,Venezuela (Bolivarian Republic of),1962,Total,7.47,6.67,8.38
862,Venezuela (Bolivarian Republic of),1962,Female,6.86,6.08,7.75
862,Venezuela (Bolivarian Republic of),1962,Male,8.05,7.15,9.06
92,British Virgin Islands,1962,Total,7.43,6.40,8.63
92,British Virgin Islands,1962,Female,6.11,5.23,7.12
92,British Virgin Islands,1962,Male,8.70,7.46,10.12
548,Vanuatu,1962,Total,14.27,12.02,17.20
548,Vanuatu,1962,Female,13.72,11.45,16.67
548,Vanuatu,1962,Male,14.82,12.39,17.90
882,Samoa,1962,Total,9.90,8.60,11.40
882,Samoa,1962,Female,9.34,8.05,10.81
882,Samoa,1962,Male,10.45,9.01,12.06
887,Yemen,1962,Total,41.49,36.65,47.03
894,Zambia,1962,Total,19.73,17.64,22.04
894,Zambia,1962,Female,18.94,16.87,21.26
894,Zambia,1962,Male,20.47,18.21,22.92
716,Zimbabwe,1962,Total,14.29,12.21,16.80
716,Zimbabwe,1962,Female,13.36,11.36,15.75
716,Zimbabwe,1962,Male,15.18,12.91,17.92
4,Afghanistan,1963,Total,34.02,29.67,39.00
4,Afghanistan,1963,Female,33.19,28.84,38.26
4,Afghanistan,1963,Male,34.77,30.18,40.00
784,United Arab Emirates,1963,Total,17.08,13.73,21.17
784,United Arab Emirates,1963,Female,16.18,12.94,20.12
784,United Arab Emirates,1963,Male,17.92,14.37,22.28
28,Antigua and Barbuda,1963,Total,6.74,6.34,7.16
28,Antigua and Barbuda,1963,Female,6.36,5.94,6.82
28,Antigua and Barbuda,1963,Male,7.09,6.63,7.58
36,Australia,1963,Total,2.32,2.27,2.36
36,Australia,1963,Female,2.05,2.00,2.09
36,Australia,1963,Male,2.58,2.52,2.63
40,Austria,1963,Total,3.59,3.52,3.67
40,Austria,1963,Female,3.15,3.08,3.23
40,Austria,1963,Male,4.01,3.91,4.10
56,Belgium,1963,Total,3.00,2.94,3.06
56,Belgium,1963,Female,2.63,2.57,2.69
56,Belgium,1963,Male,3.35,3.28,3.42
204,Benin,1963,Total,29.43,27.04,32.30
204,Benin,1963,Female,28.15,25.75,31.01
204,Benin,1963,Male,30.62,28.08,33.66
854,Burkina Faso,1963,Total,33.48,29.07,38.03
854,Burkina Faso,1963,Female,32.21,27.83,36.73
854,Burkina Faso,1963,Male,34.66,30.08,39.53
50,Bangladesh,1963,Total,24.51,22.77,26.32
50,Bangladesh,1963,Female,23.95,22.17,25.84
50,Bangladesh,1963,Male,25.01,23.15,26.96
100,Bulgaria,1963,Total,4.07,3.98,4.17
100,Bulgaria,1963,Female,3.70,3.59,3.81
100,Bulgaria,1963,Male,4.43,4.31,4.55
48,Bahrain,1963,Total,15.14,13.25,17.23
48,Bahrain,1963,Female,14.91,13.00,17.07
48,Bahrain,1963,Male,15.34,13.37,17.56
68,Bolivia (Plurinational State of),1963,Total,27.20,24.32,30.41
68,Bolivia (Plurinational State of),1963,Female,25.90,23.10,29.03
68,Bolivia (Plurinational State of),1963,Male,28.44,25.40,31.87
76,Brazil,1963,Total,15.67,14.60,16.81
76,Brazil,1963,Female,14.34,13.27,15.53
